Name,Stand,Address,Website,Facebook,Instagram,Youtube,LinkedIn,Twitter,Description
Al Ameed Coffee Kuwait,Hall: Za'abeel Hall 3 Stand: Z3-B3,"Ahmed Tower, 4th Floor, Sharq, Gulf Road ,52 Kuwait ,Kuwait ",http://www.alameed.com,,,,,,"Alameed Coffee Roasters & mills was established in 1973 in Kuwait, where the first branch of the company settled to be the parent branch of the company by Mr Abdurahman Dashti, who translated his thoughts and love for coffee into a roastery offering the most delicious coffee mix with the highest quality standards that won the admiration of the majority. Which prompted him to think about the need to expand and spread. Our primary concern has been and remains our brand, prestige and leadership, which are based on quality, excellence and customer confidence. Today, with pride and after years of hard work, we have one of the largest and most modern coffee factories in the Middle East, as well as our brand fame, we are achieving a complete balance between the desire to succeed and providing the best. The success story began in 1973, our experience and enthusiasm leaded us to launch our own coffee producing business. Starting from the selection of the best coffee beans, passing by the professional roasting operation and ending by the special packing using the using the most advanced machines, that guarantees the most authentic flavour. As the confidence of our customers is our highest goal. We always strive to make our products the best choice for our customers in the Middle East. And to maintain the path of success quality and originality must be maintained and always looking ahead To be an outstanding model in providing high quality products paired to the excellence in customer service. ????? ???? ????? ?????? ?? ?????? ??? 1973 ? ????? ?????? ??? ??? ??? ??? ?????? ????? ?????? ????? ???? ??? ?? ????? / ??? ?????? ???? ???? ???? ?????? ????? ?????? ??? ????? ???? ??? ????? ????? ???? ???????? ????? ?????? ?????? ??? ???? ??? ????? ?????????"
Al Bajes Company For Natural Herbs and Honey Production,Hall: Za'abeel Hall 3 Stand: Z3-110,"Abu Al Aswad Al Doaly Street ,P.O. Box 2359, Marka ,amman ,Jordan ,11134 ,Jordan ",https://www.al-attar.jo,https://www.facebook.com/Alattarjo?_rdc=2&_rdr,,,,,Al-Attar is the first founder of the herbal pharmaceutical industries in the Arab world. It was established in 1990 with a scientific cooperation and institutional centers and research laboratories specialized in the field of developing medicinal herbs and plants. The company is to develop and manufacture its products through scientific research for medicinal plants through the medical and pharmaceutical staff that specialized in the field of herbal research and medicinal plants following the line of the international scope of natural therapy in a scientific and constitutional method. It follows and perform all the implementation of the Organization Terms of the World Health Organization WHO.
Al Baidaa Co. For Dates And Agricultural Products,Hall: Shk Maktoum Hall Stand: M-H10,"Jericho ,Jericho ,Palestine, State of ",,,,,,,
"""alfa"" ATH. D. KOUKOUTARIS SA",Hall: Shk Saeed Hall 3 Stand: S3-G32,"1st km Kozani-Arilou Rd ,Kozani ,Greece ",http://www.alfapastry.com,,,,,,
"""NIKA"" LLC",Hall: Za'abeel Plaza Stand: ZP-35,"2, Hospital street ,Selyatino village, Naro-Fominsk city, Moscow region ,Naro-Fominsk ,Moscow region ,Russia ",http://www.nikatorg.com,,,,,,
Al Barakah Dates Factory LLC,Hall: Hall 6 Stand: 609,"P.O. Box 55961, Dubai Investments Park, Jebel Ali ,SAIH SHUAIB 2 ,DUBAI INDUSTRIAL CITY ,DUBAI ,55961 ,United Arab Emirates ",https://www.albarakahdatesfactory.com,https://www.facebook.com/albarakahdates,https://www.instagram.com/albarakahdates_uae/,https://www.youtube.com/@albarakahdatesfactory4174,https://www.linkedin.com/company/al-barakah-dates-factory-llc/,,"Al Barakah Dates is a leading producer of Date ingredients made from 100 percent dates such as Date Paste, Date Syrup, Date Powder, Chopped Dates, Golden Date Syrup, and Colorless liquid Date Sugar. Everything is manufactured in-house at our state-of-the-art production facility in Dubai. We’re a BRC Grade A certified second-generation family business that aims to provide manufacturers with clean and simple date ingredients to sweeten and add into their finished products."
A D K  Multi General Trading L.L.C.,Hall: Za'abeel Hall 6 Stand: Z6-B52,"PO Box 185012 ,Business Point Building, Office No. 802, 8th Floor ,Port Saeed, Deira ,United Arab Emirates ",https://www.mubadalamulti.com,,,,,,A D K Multi General Trading L.L.C.
8th Avenue Food & Provisions,Hall: Shk Saeed Hall 2 Stand: S2-F13,"30 Citizen Court ,Markham ,L6G 1C4 ,Canada ",https://www.8ave.com,,,,,,"8th Avenue Food & Provisions is a leading, private brand-centric, consumer products holding company, manufacturing and selling private brand food products primarily to retail, foodservice and ingredient customers."
"""Pervomayskiye delikatesy"" LLP",Hall: Al Mustaqbal Plaza Stand: HP-149,"200 Abay st., Koyankus village, Iliysky district, ,Almaty ,Kazakhstan ",,,,,,,
Al Barakeh Food Industries LLC,Hall: Shk Rashid Hall Stand: R-150,"Al Barakeh Food Industries LLC ,Aljizah After Airport St. ,Amman ,P.O. Box 5047 ,Jordan ",http://www.albarakehfood.com,https://www.facebook.com/BarakehFood.Co/?mibextid=ZbWKwL,https://www.instagram.com/albarakehfood/?igshid=YmMyMTA2M2Y%3D,,https://www.linkedin.com/in/ashraf-qasrawi-59a874a9,,"Founded in 1995, Al Barakeh Food Industries LLC is one of Jordan’s largest and most recognizable food companies and excels at providing customers with a wide variety of quality food products. Al Barakeh is constantly working to develop our products by keeping pace with improvements in food production and packaging technology. Recently, Al Barakeh added a new state-of-the-art TetraPak A3 Compact Flex 300 production line. This line transformed Al Barakeh factory into new level of high quality production and will ensure the position of the company as a leading tomato paste producer for many years to come."
"Al Bashayer Meat Company, S.O.A.C.",Hall: Za'abeel Plaza Stand: ZP-C2,"Al Nahda Building 2, 8th Floor ,Office No. 1 Ghala,Muscat ,Muscat ,Sultanate Of Oman ,PO Box 739,PC 130 Sultanate Of Oman ,Oman ",https://www.albashayer.om,https://www.facebook.com/albashayeroman,https://instagram.com/albashayermeat?igshid=YmMyMTA2M2Y=,https://youtube.com/@albashayermeat7402,https://www.linkedin.com/company/albashayermeat/,https://twitter.com/albashayer_meat,"Al Bashayer Meat company, S.A.O.C., is the first and largest fully integrated red meat project in Oman and as well as in the region, owned by the Sultanate for the food security and self-sufficiency of red meat and livestock in Oman and in the region.. Livestock – cattle, sheep, goats and camel are raised and fattened in the farms with its own quarantine, feedlots, live stock trading, abattoir, and a state-of-art processing plant facilities, adhering to the strict sharia (Islamic) principles and animal welfare. The project has been designed by the internationally acclaimed Italian firm, the state-of-art abattoir and processing plant from global leaders in Europe. The live stocks are raised in disease free farms as per global standards with the highest animal welfare standards at par with the Australian standards, with local feed which gives the end product exclusive taste and flavor of Oman raised live stock, which is the most sought out product for meat eating lovers. Al Bashayer is “the only premium brand of Omani origin”, amongst all other country origin global brands available locally and in the GCC. Our distribution structure is spread across the entire trade channels which includes Modern trade, food service segment, traditional retail segment, institutions, HORECA, as the only brand of Oman Origin offering exclusive flavor from the hills of Salalah, Dhofar region. We are also exporting to UAE, Saudi Arabia, Qatar, Bahrain, and Kuwait. Our product range includes packaged products – Carcass (poly stockinet), Vacuum packs, MAP tray packs catering to different trade and consumer segments with a 14day and 90days expiry as well as B/in Beef 4way cuts and chilled Vacuum pack all are in natural fall proportion. We are also certified with the following ISO and HACCP certifications: ISO 9001 : 2015 ISO 14001 : 2015 ISO 22000 :"
A. Zorbas & Sons Ltd,Hall: Shk Saeed Hall 1 Stand: S1-J27,"Armenias 51, 2006 Strovolos ,2446 Troodous Str., Aradippou Industrial Area 7101 ,Nicosia ,45104 ,Cyprus ",https://www.zorbas.com.cy,,,,,,
A LIMA BIS LTD. Przedsiebiorstwo Produkcyjno Handlowo Uslugowe,Hall: Hall 2 Stand: D2-43,"Ul. 27 Grudnia 5 ,Sroda Wielkopolska ,Wielkopolska ,63-000 ,Poland ",http://wheypowder.com.pl,,,,,,
Aakash Industries,Hall: Za'abeel Hall 5 Stand: Z5-D12,"Khapa Road, Mehandiwada, Waraseoni ,Balaghat ,India ",https://www.aakashindustries.co.in/,,,,https://www.linkedin.com/company/aakash-industries/,,
A.F. Jones Exporters Ceylon (Pvt) Ltd,Hall: Za'abeel Hall 2 Stand: Z2-F36,"330, T. B. Jayah Mawatha ,Colombo 10 ,Colombo ,Western ,Sri Lanka ",http://jonestea.com,,,,,,
Â«RUSPATRIOT EXPOÂ» LLC,Hall: Al Mustaqbal Plaza Stand: HP2-A18,"Marxistskaya street, 22s1, ROOM. XVIII ,Moscow ,Russia ",,,,,,,
Aachi Masala Foods Pvt. Ltd,Hall: Trade Centre Arena Stand: S-103,"Plot No:1926,34th Street,I Block ,Ishwarya colony ,Anna Nagar West ,India ",https://www.aachigroup.com,,,,,,"Aachi Masala Foods is a leading Indian MNC manufacturing spices, spices blends, pickles, pastes, Ready to cook products and other food products with a turnover of over 250million USD. Our company exports to over 50 plus countries across the globe. We boast of our state of art manufacturing facility with superior machinery imported from Germany and many 1st world countries, adapting to latest technology in the food industry. We support our farmers and procure our raw material from the farmers directly cutting the middleman costs and hence able to offer our quality products at the right price."
A&Y Food Industries Pvt ltd,Hall: Za'abeel Hall 6 Stand: Z6-J47,"Landhi Export Processing Zone (KEPZ) ,Plot No. 1, Sector A/3 ,Pakistan ",https://www.ayfoodindustries.com,https://www.facebook.com/ayfoodindustries/,https://www.instagram.com/karachidelights/?hl=en,https://www.youtube.com/channel/UCyZ8-t1oDR5hazh2zwv0vXA,https://pk.linkedin.com/company/a-y-food-industries-com,,"A&Y Food Industries Pvt Ltd is a Pakistan based, Frozen food manufacturing & export oriented company, accredited with FSSC 22000, ISO,HACCP, VEGAN & HALAL Certificates, the company is being run by a team which is originated with a clear objective to cater authentic Pakistani and South Asian cuisines around the globe. Our international brand is there to ensure & to provide with excellent food products in the different categories of Ready to Cook, Heat and Eat, Ready minute meals, Frozen Fruits & Vegetables. Catering over 150 plus products under the brand name of KARACHI DELIGHT, the products are prepared delicately and thus extra attention is paid on procuring finest and best quality ingredients- easy to prepare and promise impeccable results. Top Sellers include Frozen Naan Breads, Frozen Paratha (flatbreads), Frozen Minute Meals, Frozen Samosa and allied pastry based products"
Aal Mir Trading Co. LLC - AE,Hall: Concourse 1 Stand: CC2-16,"P.O. Box 7851 ,Community 598, Dubai Investment Park ,Dubai ,United Arab Emirates ",http://www.aalmir.com,,,,,,
