Name,Stand,Description,Address,Website
Abbyco Food & Beverages Trading LLC,Hall: Al Mustaqbal Plaza Stand: HP-A8,"Renowned supply chain for Frozen Chicken, Frozen Meat , Rice and various sea foods from Eastern Europe, Central Asia, India and far East","INOMENON ETHNON 44, ORTHODOXOU TOWER 3RD FLOOR ,LARNACA ,CYPRUS ,Cyprus ",https://www.ismenia.eu
Abu Ayyash Farms,Hall: Shk Rashid Hall Stand: R-D14,"WHY ABUAYYASH DATES? Grown at the heart of the deepest valley in the world, our Medjool dates have a distinctive taste unmatched by any across the globe. These medjools are hand picked at the perfect timing of the ripening stage at our family owned and operated farms. We then proceed by sorting each date to volume, weight, color, moisture content and skin properties viewing 360° of every single date surface with the worlds most advanced Artificial intelligence sorting technology at a rate of 1 Kg/Second. Our unique methodology and focus on producing only the finest quality ensures a consistently uniform product in every pack. Dates are our family’s legacy, exceptional quality is our promise.","Ash Shumaysani, Amman ,Elia Abu Madi St ,Amman ,11194 ,Jordan ",https://www.abuayyashfarms.com/
APICAL MIDDLE EAST FZCO,Hall: Hall 8 Stand: C8-30,"Apical is a leading vegetable oil processor with an expanding global footprint. Our vertically integrated mid-stream refining and value-added downstream processing makes us an integral supplier that supports the food, feed, oleochemicals and renewable fuel needs across industries. To date, with integrated assets in strategic locations spanning Indonesia, China and Spain, Apical operates numerous refineries, oleochemical plants, renewable fuel plants and kernel crushing plants. Through joint ventures, Apical also has processing and distribution operations in Brazil, India, Pakistan, Philippines, UAE, USA and Vietnam. Apical’s growth is built on the foundations of sustainability and transparency, and motivated by our strong belief that we can make a more meaningful impact even as we continue to advance our business and deliver innovative solutions to our customers.","6EA 302 DAFZA ,302 ,United Arab Emirates ",https://www.apicalgroup.com
Abu Dhabi Vegetable Oil Co. L.L.C. - AE,Hall: Hall 6 Stand: 631,"Established in 1997, ADVOC is the first edible oil refinery and manufacturer of edible fats in the emirate of Abu Dhabi. ADVOC is also the newest and one of only three fractionation plants in the entire GCC. ADVOC has market leading brands such as Coroli, LiteLife and Sarola and is proud to manufacture in Abu Dhabi and export across the MENA region to UAE, Saudi Arabia, Oman, Kuwait, Bahrain, Egypt, Lebanon, Pakistan, Afghanistan, Ethiopia, Jordan, and Maldives among others. Apart from manufacturing edible oils and fats for consumers, ADVOC also makes ingredient oils and specialty fats for the food service and retail industry. It serves hotels, food processing companies, bakeries, catering companies, restaurants and cafeterias. It specializes in making bespoke specialty fats such as Butter Blends, Dairy Fat Substitutes and Frying Solutions among many others.","P.O. Box 7125 ,United Arab Emirates ",http://www.advocuae.com
Arabian Trade and Food Industries Co.,Hall: Hall 4 Stand: F4-25,"Al-Wadi Food was Established in 1978 as a family business, Al-Wadi has been committed to producing the finest meat and bakery products with exceptional care and attention. Our expertise goes into every step of making our products – right up until they’re added to your shopping cart. That’s how we make the delicious food that so many people love and enjoy today. Al Wadi is one of the leading frozen food brands in Jordan, and more recently across the Middle East. Known for its tender, delicious, and trusted range of products, AlWadi provides high-quality and innovative products for all occasions","Marka /Opposite of Pepsi Factory ,Jordan ",https://www.alwadifood.com
Arabian American Technology (ARAMTEC),Hall: Hall 7 Stand: D7-40,"Aramtec is one of the UAE’s longest established foodservice companies. We import premium food brands and products from around the globe, supplying hotels, restaurants, airlines and other commercial F&B outlets. Welcome to Aramtec. We’re a 100 percent locally owned LLC that was founded in 1979. We have over 250+ employees across our Dubai and Abu Dhabi facilities. Our key activities are importing and distributing premium foodservice products. We supply hotels, restaurants, airlines, institutions and caterers.","P.O. Box 6936 ,Al Quoz Industrial Area 1, Near Khaleej Time ,Latifa Bint Hamadan Street ,Dubai ,United Arab Emirates ,6936 ,United Arab Emirates ",http://www.aramtec.com
Arar Trading Company LLC,Hall: Hall 8 Stand: 815,"Arar Trading L.L.C, Foodstuff specialized trading company, were established since 1978 in Dubai - United Arab Emirates. Arar, was founded with clear mission & passion’ to ensure sourcing and consistently supplying our customers with Quality products to elevate great experience with fair prices. Our specialty in sourcing foodstuff and having multinational teams over than 250 people, have always been devoted to deliver premium quality to our customers experience and satisfaction. Since establishment Arar growth was organic and expanded by opening offices in multiple markets like India, Turkey & Libya. We are always motivated in believing that food gets people together Our Commodities: Tree Nuts, Dairy products (Cheese & Butters), Gum Arabic, Gum Mastic, Spices, Herbs, Tea, Pulses, Beans & seeds, and Tahina.","Al Ras Bld ,Showroom 1, Al Ras Bld. 16 Al Ahmadiya St. Deira, Dubai-UAE  P.O.Box 13476 ,Dubai ,United Ararb Emirates ,P.O. Box 13476 ,United Arab Emirates ",https://www.arar.com
Abu Dhabi Food Hub - KEZAD,Hall: Hall 6 Stand: C6-20,"Strategically located between Dubai and Abu Dhabi in the UAE, Abu Dhabi Food Hub - KEZAD is a one-stop-shop integrated ecosystem to facilitate wholesale trade and logistics across all food categories, domestically and internationally. The 3.3 sq km project is a public-private partnership between AD Ports Group and Ghassan Aboud Group, in collaboration with Rungis International Market. The Food Hub is a future-focussed supply chain platform that is integral to the UAE’s Food Security Agenda. As a dedicated trade zone, the Food Hub will cater to a wide range of products including fruits and vegetables, meat and poultry, seafood, dairy, dry foods and dry commodities, flowers, and gourmet products. Alongside the physical trading, Abu Dhabi Food Hub - KEZAD will drive digital trade through a robust first-of-its-kind platform that enables e-commerce and inbound-outbound trading formalities, all on a single-window digital platform. The hub is an ambitious venture of global scale and will play an important part in modernizing food trade.","Dubai ,Abu Dhabi and Dubai ,United Arab Emirates ,United Arab Emirates ",https://adfoodhub.com/
Arden Makarna Gida San. Ve Tic. A.S.,Hall: Za'abeel Hall 5 Stand: Z4-J17,"We are, as Arden Pasta, a new pasta producer established in 2020. We produce flour, semolina and pasta in our factory. Our factory is in Gaziantep and we are exporting to 34 countries at the moment and we are growing a little more every year.","5.Osb 83511 No.lu Cad. No: 12 27600 Sehitkamil ,Gaziantep ,27060 ,Turkey ",https://www.ardenmakarna.com
Aroma Bursa Fruit Juices And Food Ind. Inc.,Hall: Za'abeel Hall 2 Stand: Z2-D36,"Aroma, was established in 1968 in Bursa as one of the first fruit juice producer in Turkey. With more than 50 years of experience we are able to produce both semi- finished products such as fruit juice concentrates, puree, fruit aroma and ready to drink products ; 100% juice, nectar, drinks and bottled natural spring water. Aroma offers; *Possibility to supply both fruit juice and natural spring water products from one producer *Natural spring water in Tetrapak packaging as the first and only producer in Turkey *Wide product range in 10 categories *More than 120 product variety *Three Types of packaging; Glass,Carton Packaging, Pet *Six brands for different product categories","Yenidogan OSB Mah. Ataturk Cad. No: 232, Gursu ,Bursa ,Turkey ",http://www.aroma.com.tr
Arrow Juice Factory For Bottling & Production Co. Ltd.,Hall: Concourse 2 Stand: CC6-26,"Arrow has two state-of-the-art manufacturing facilities producing juice and non-alcoholic beer and has resources to expand facilities further Our Vision: We aim at being recognized as the pre-eminent Beverage Manufacturer in the Middle East. Our Mission: We think Global Act Local We Simplify, Standardize and Mechanize our operation. We aim for excellence We Respect and Evolve the Human Spirit","P.O.Box 5981 ,Arrow Juice Factory ,Jeddah ,21432 ,Saudi Arabia ",https://arrow-juice.com
